dc602d5439950bdc1bf66951ce8ca06c5ad8216e,DELETE,executable,MemoryDumps/DOS.vmem,134217728,
dc602d5439950bdc1bf66951ce8ca06c5ad8216e,DELETE,executable,MemoryDumps/Folder/zeus (copy).vmem,134217728,
dc602d5439950bdc1bf66951ce8ca06c5ad8216e,DELETE,executable,MemoryDumps/KeyLogger.vmem,134217728,
dc602d5439950bdc1bf66951ce8ca06c5ad8216e,DELETE,executable,MemoryDumps/Rootkit.vmem,134217728,
dc602d5439950bdc1bf66951ce8ca06c5ad8216e,DELETE,executable,MemoryDumps/zeus.vmem,134217728,
17779a775fb2f9c4c4fa6728708e47e34a45905c,DELETE,executable,Parser/Examples/main.cvd,109143933,
94cb017c166cbc174ec68b33f3f357081ed5a148,DELETE,executable,Parser/Examples/main.mdb,255495900,
17779a775fb2f9c4c4fa6728708e47e34a45905c,DELETE,executable,Parser/main.cvd,109143933,
94cb017c166cbc174ec68b33f3f357081ed5a148,DELETE,executable,Parser/main.mdb,255495900,
7b9cc3de1a5dd3fcc529c16dfe5b9c0cc0d26dfb,DELETE,executable,Primitives/Utility/ABC.mem,4278190080,
17779a775fb2f9c4c4fa6728708e47e34a45905c,DELETE,executable,Primitives/Yara/main.cvd,109143933,
94cb017c166cbc174ec68b33f3f357081ed5a148,DELETE,executable,Primitives/Yara/main.mdb,255495900,
17779a775fb2f9c4c4fa6728708e47e34a45905c,DELETE,executable,main.cvd,109143933,
94cb017c166cbc174ec68b33f3f357081ed5a148,DELETE,executable,main.mdb,255495900,